"age","gender","ethnicity","education","household_income","height_feet","height_inches","weight","k1","k2","k3","k4","k5","d1","d2","d3","d4","d5","height","bmi","k1_score","k2_score","k3_score","k4_score","k5_score","d1_score","d2_score","d3_score","d4_score","d5_score","k_number_total","d_number_total","k_label_total","d_label_total"
"74 or older","Male","White","Associate degree","$40,000-74,000",5,10,218,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","3 to 5 times a month","3 to 5 times a week",70,31.2763265306122,10,0,0,10,NA,0,0,30,20,10,NA,60,"Poor","Moderate"
"74 or older","Male","White","Associate degree","Less than $40,000",6,3,270,"Agree","Not sure","Ingredients were sourced locally","Enriched foods","None of the above","No","At least once daily","3 to 5 times a week","Once a month or less","At least once daily",75,33.744,10,0,0,0,10,0,0,10,30,0,20,40,"Moderate","Poor"
"74 or older","Male","White","Bachelor degree","$40,000-74,000",5,4,142,"Not sure","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week","3 to 5 times a week",64,24.37158203125,0,0,0,10,NA,0,10,20,10,10,NA,50,"Poor","Poor"
"74 or older","Male","White","Some college but no degree","$40,000-74,000",5,8,165,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Ultra-Processed foods","None of the above","No","At least once daily","3 to 5 times a week","3 to 5 times a month","At least once daily",68,25.0854238754325,10,0,0,5,10,0,0,10,20,0,25,30,"Moderate","Poor"
"74 or older","Male","White","Some college but no degree","$40,000-74,000",6,1,240,"Agree","Not sure","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","3 to 5 times a month","Once a month or less","3 to 5 times a month",73,31.660724338525,10,0,0,10,NA,0,30,20,30,20,NA,100,"Poor","Satisfactory"
"74 or older","Male","White","Graduate degree","$150,000-250,000",5,9,178,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","Once a month or less","3 to 5 times a week",69,26.2831337954211,10,0,10,5,NA,0,0,10,30,10,NA,50,"Poor","Poor"
"74 or older","Male","White","Bachelor degree","Less than $40,000",5,7,195,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",67,30.5379817331254,10,0,0,5,NA,0,30,30,30,20,NA,110,"Poor","Excellent"
"74 or older","Male","White","Bachelor degree","$100,000-149,000",5,11,175,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a week","Once a month or less","3 to 5 times a month","Once a month or less",71,24.4048799841301,10,0,0,5,NA,10,10,30,20,30,NA,100,"Poor","Satisfactory"
"74 or older","Male","White","Graduate degree","Less than $40,000",5,11,200,"Not sure","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a month","Once a month or less","3 to 5 times a week",71,27.8912914104344,0,0,0,5,5,0,10,20,30,10,10,70,"Poor","Moderate"
"27 or younger","Male","Black or African-American","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,11,170,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",71,23.7075976988693,10,0,0,5,5,0,0,20,20,10,20,50,"Moderate","Poor"
"74 or older","Male","White","Some college but no degree","$40,000-74,000",6,1,219,"Agree","Not sure","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",73,28.8904109589041,10,0,0,5,5,0,10,20,20,10,20,60,"Moderate","Moderate"
"27 or younger","Male","Black or African-American","High school degree or equivalent (e.g., GED)","Less than $40,000",6,2,190,"Disagree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","At least once daily","At least once daily",74,24.3918918918919,0,0,0,10,NA,0,10,10,0,0,NA,20,"Poor","Poor"
"27 or younger","Male","White","Some college but no degree","$250,000+",6,0,156,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Enriched foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","3 to 5 times a week","3 to 5 times a month","At least once daily",72,21.1550925925926,10,0,10,0,NA,0,30,10,20,0,NA,60,"Poor","Moderate"
"74 or older","Male","White","Bachelor degree","$40,000-74,000",5,10,185,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",70,26.5418367346939,10,0,0,10,NA,0,0,20,20,10,NA,50,"Poor","Poor"
"27 or younger","Male","Hispanic","High school degree or equivalent (e.g., GED)","Less than $40,000",5,9,170,"Not sure","Not sure","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","Once a month or less","Once a month or less","At least once daily",69,25.1018693551775,0,0,0,10,NA,0,10,30,30,0,NA,70,"Poor","Moderate"
"27 or younger","Male","Black or African-American","High school degree or equivalent (e.g., GED)","Less than $40,000",5,8,128,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","At least once daily",68,19.4602076124567,0,0,0,10,NA,0,10,10,10,0,NA,30,"Poor","Poor"
"74 or older","Male","White","Bachelor degree","Less than $40,000",5,8,153,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a month","At least once daily","3 to 5 times a month",68,23.2610294117647,10,0,0,10,5,0,0,20,0,20,25,40,"Moderate","Poor"
"74 or older","Male","White","Associate degree","Less than $40,000",5,6,155,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","Once a month or less","At least once daily","Once a month or less","At least once daily",66,25.0149219467401,10,0,0,10,NA,10,30,0,30,0,NA,70,"Poor","Moderate"
"74 or older","Male","White","Some college but no degree","$40,000-74,000",5,6,165,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",66,26.6287878787879,10,0,0,5,5,10,30,30,30,20,20,120,"Moderate","Excellent"
"74 or older","Male","White","Some college but no degree","$40,000-74,000",5,6,165,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients meet federal requirements","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",66,26.6287878787879,10,0,0,5,NA,10,10,20,20,20,NA,80,"Poor","Satisfactory"
"27 or younger","Male","Hispanic","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,6,180,"Agree","Not sure","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","Once a month or less","Once a month or less","At least once daily",66,29.0495867768595,10,0,0,10,5,0,0,30,30,0,25,60,"Moderate","Moderate"
"27 or younger","Male","Other","Associate degree","Less than $40,000",5,3,80,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients were sourced locally","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a month","3 to 5 times a week","At least once daily","At least once daily",63,14.169816074578,10,0,0,5,NA,10,20,10,0,0,NA,40,"Poor","Poor"
"27 or younger","Male","Black or African-American","Bachelor degree","$75,000-99,000",6,4,231,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","Once a month or less","3 to 5 times a week","3 to 5 times a week",76,28.1151315789474,0,0,0,10,NA,0,20,30,10,10,NA,70,"Poor","Moderate"
"27 or younger","Male","Black or African-American","High school degree or equivalent (e.g., GED)","$40,000-74,000",6,0,170,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","3 to 5 times a week","At least once daily","3 to 5 times a month","3 to 5 times a week",72,23.0536265432099,10,0,0,5,5,10,10,0,20,10,20,50,"Moderate","Poor"
"27 or younger","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",6,3,280,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",75,34.9937777777778,10,0,0,5,5,0,0,10,10,10,20,30,"Moderate","Poor"
"27 or younger","Male","Hispanic","High school degree or equivalent (e.g., GED)","Less than $40,000",5,8,120,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","3 to 5 times a month","3 to 5 times a week","At least once daily","3 to 5 times a month",68,18.2439446366782,10,0,0,5,5,10,20,10,0,20,20,60,"Moderate","Moderate"
"27 or younger","Male","American Indian or Alaskan Native","Less than a high school degree","Less than $40,000",6,2,127,"Agree","Not sure","Ingredients come from nature","Ultra-Processed foods","None of the above","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",74,16.3040540540541,10,0,0,5,10,0,10,20,20,20,25,70,"Moderate","Moderate"
